Num,YEAR,SOC_NAME,Count,PREVAILING_WAGE
2083,2014,Market Research Analysts,29,45868.26897
2084,2014,Market Research Analysts and Marketing Specialists,6186,52361.99759
2085,2014,Marketing Managers,2223,109500.9111
2086,2014,Marriage and Family Therapists,25,45017.876
2087,2014,Massage Therapists,1,64230.4
2088,2014,Materials Engineers,980,74954.24
2089,2014,Materials Scientists,604,60215.97841
2090,2014,"Mathematical Science Occupations, All Other",31,42948.22581
2091,2014,"Mathematical Science Teachers, Postsecondary",620,46783.0424
2092,2014,Mathematical Technicians,26,42512.64615
2093,2014,Mathematicians,230,70359.08504
2094,2014,Mechanical Drafters,50,45692.172
2095,2014,Mechanical Engineering Technicians,55,52392.63273
2096,2014,Mechanical Engineers,6553,70607.92996
2097,2014,"Mechanical Engineers, Non R&D",16,63096.75
2098,2014,"Mechanical Engineers, R&D",167,48612.81198
2099,2014,"Media and Communication Equipment Workers, All Oth",5,69392.84
2100,2014,"Media and Communication Workers, All Other",142,39877.83099
2101,2014,Medical Assistants,3,45364.93333
2102,2014,Medical Equipment Repairers,7,54412.71429
2103,2014,Medical Records and Health Information Technicians,31,35700.89677
2104,2014,"Medical Scientists, Except Epidemiologists",3497,48111.56295
2105,2014,Medical Transcriptionists,1,30908.8
2106,2014,Medical and Clinical Laboratory Technicians,25,39261.272
2107,2014,Medical and Clinical Laboratory Technologists,938,48603.07146
2108,2014,Medical and Health Services Managers,700,75375.60297
2109,2014,Meeting and Convention Planners,2,49160.5
2110,2014,"Meeting, Convention, and Event Planners",184,40892.96087
2111,2014,Mental Health Counselors,129,37029.08395
2112,2014,Mental Health and Substance Abuse Social Workers,50,36028.4874
2113,2014,Merchandise Displayers and Window Trimmers,2,36005
2114,2014,Microbiologists,412,45195.93442
2115,2014,"Middle School Teachers, Except Special and Career/",419,43696.31456
2116,2014,"Middle School Teachers, Except Special and Vocatio",8,41851.75
2117,2014,"Mining and Geological Engineers, Including Mining",144,77923.56667
2118,2014,Models,87,44940.43218
2119,2014,"Morticians, Undertakers and Funeral Directors",2,37274
2120,2014,Multi-Media Artists and Animators,7,62765.57143
2121,2014,Multimedia Artists and Animators,442,63453.34946
2122,2014,Museum Technicians and Conservators,31,39991.4129
2123,2014,Music Directors and Composers,73,40000.86027
2124,2014,Musical Instrument Repairers and Tuners,1,39666
2125,2014,Musicians and Singers,13,43838.42231
2126,2014,Natural Sciences Managers,257,103255.2949
2127,2014,Network Systems and Data Communications Analysts,1,70262
2128,2014,Network and Computer Systems Administrators,7300,66265.41086
2129,2014,New Accounts Clerks,1,25001.6
2130,2014,Nuclear Engineers,45,80764.36067
2131,2014,Nuclear Medicine Technologists,2,59654
2132,2014,Nuclear Technicians,2,51750.5
2133,2014,Nurse Anesthetists,4,119870.5
2134,2014,Nurse Practitioners,65,78460.27692
2135,2014,"Nursing Instructors and Teachers, Postsecondary",47,53352.22638
2136,2014,Obstetricians and Gynecologists,128,143663.1894
2137,2014,Occupational Health and Safety Specialists,68,58576.80882
2138,2014,Occupational Health and Safety Technicians,1,51938
2139,2014,Occupational Therapists,672,64915.80092
2140,2014,"Office Clerks, General",10,28460.66
2141,2014,"Office and Administrative Support Workers, All Oth",22,32551.47273
2142,2014,Operations Research Analysts,4734,68941.45608
2143,2014,Optometrists,57,87153.49123
2144,2014,Oral and Maxillofacial Surgeons,12,108919.305
2145,2014,Orthodontists,12,143017.35
2146,2014,Orthotists and Prosthetists,17,55364.56471
2147,2014,Painters and Illustrators,1,31429
2148,2014,"Painters, Construction and Maintenance",2,31200
2149,2014,"Painters, Transportation Equipment",1,32593.6
2150,2014,Paralegals and Legal Assistants,208,45431.75
2151,2014,Parts Salespersons,2,43056
2152,2014,Payroll and Timekeeping Clerks,1,43388.8
2153,2014,"Pediatricians, General",419,122388.0616
2154,2014,Personal Care Aides,2,22905.6
2155,2014,"Personal Care and Service Workers, All Other",1,22380.8
2156,2014,Personal Financial Advisors,190,68987.58211
2157,2014,Petroleum Engineers,443,106665.4533
2158,2014,Pharmacists,1223,103359.3551
2159,2014,Pharmacy Technicians,41,28836.32195
2160,2014,"Philosophy and Religion Teachers, Postsecondary",142,50126.64246
2161,2014,Photographers,12,37013.45
2162,2014,"Physical Scientists, All Other",166,58036.53494
2163,2014,Physical Therapist Aides,2,27175.2
2164,2014,Physical Therapist Assistants,37,44657.04324
2165,2014,Physical Therapists,2887,63686.66749
2166,2014,Physician Assistants,58,76820.37793
2167,2014,"Physicians and Surgeons, All Other",4774,108234.1566
2168,2014,Physicists,725,62824.41462
2169,2014,"Physics Teachers, Postsecondary",164,54400.44201
2170,2014,"Plant and System Operators, All Other",1,34985.6
2171,2014,Plasterers and Stucco Masons,1,22464
2172,2014,"Plumbers, Pipefitters, and Steamfitters",1,34465.6
2173,2014,Podiatrists,24,80845.54667
2174,2014,"Political Science Teachers, Postsecondary",157,50368.63529
2175,2014,Political Scientists,62,82000.79468
2176,2014,"Postsecondary Teachers, All Other",163,51883.38448
2177,2014,"Precision Instrument and Equipment Repairers, All",2,49577
2178,2014,Prepress Technicians and Workers,2,35734.5
2179,2014,"Preschool Teachers, Except Special Education",201,28722.9194
2180,2014,Probation Officers and Correctional Treatment Spec,1,23254.4
2181,2014,Procurement Clerks,3,34060
2182,2014,Producers,2,73122.5
2183,2014,Producers and Directors,229,63738.17642
2184,2014,Product Safety Engineers,2,72768.8
2185,2014,"Production Workers, All Other",6,35539.2
2186,2014,"Production, Planning, and Expediting Clerks",24,39280.73333
2187,2014,Proofreaders and Copy Markers,3,33099.73333
2188,2014,"Property, Real Estate, and Community Association M",71,55004.47324
2189,2014,Prosthodontists,5,51540.44
2190,2014,Psychiatric Aides,1,26686.4
2191,2014,Psychiatrists,341,138170.3566
2192,2014,"Psychologists, All Other",76,48324.79211
2193,2014,"Psychology Teachers, Postsecondary",113,50273.9677
2194,2014,Public Relations Managers,2,84541.5
2195,2014,Public Relations Specialists,982,45837.71878
2196,2014,Public Relations and Fundraising Managers,182,95411.91758
2197,2014,"Purchasing Agents, Except Wholesale, Retail, and F",158,49661.86835
2198,2014,Purchasing Managers,356,91792.77079
2199,2014,Radiation Therapists,3,68487.66667
2200,2014,Radio and Television Announcers,2,35287.1
2201,2014,Radiologic Technologists,3,49621.93333
2202,2014,Real Estate Brokers,3,91298
2203,2014,Real Estate Sales Agents,2,34559.4
2204,2014,Receptionists and Information Clerks,5,21941.2
2205,2014,Recreation Workers,56,23589.81071
2206,2014,"Recreation and Fitness Studies Teachers, Postsecon",74,42990.52486
2207,2014,Recreational Therapists,34,41531.81088
2208,2014,Registered Nurses,314,59947.93503
2209,2014,Rehabilitation Counselors,95,30564.11368
2210,2014,"Religious Workers, All Other",8,31580.45
2211,2014,Reporters and Correspondents,256,36486.91516
2212,2014,Reservation and Transportation Ticket Agents and T,1,34361.6
2213,2014,Residential Advisors,24,27277.60833
2214,2014,Respiratory Therapists,1,44762
2215,2014,Retail Salespersons,1,20176
2216,2014,Riggers,1,62400
2217,2014,"Sales Agents, Financial Services",3,71912.66667
2218,2014,"Sales Agents, Securities and Commodities",6,124533.1667
2219,2014,Sales Engineers,1594,88061.07077
2220,2014,Sales Managers,938,96698.81045
2221,2014,"Sales Representatives of Services, Except Advertis",2,38260
2222,2014,"Sales Representatives, Services, All Other",33,44764.96364
2223,2014,"Sales Representatives, Wholesale and Manufacturing",213,60032.55493
2224,2014,"Sales and Related Workers, All Other",6,38710.5
2225,2014,"Sawing Machine Setters, Operators, and Tenders, Wo",1,26499.2
2226,2014,"Secondary School Teachers, Except Special and Care",1230,45258.77795
2227,2014,"Secondary School Teachers, Except Special and Voca",26,42643.69231
2228,2014,"Secretaries and Administrative Assistants, Except",16,27751.075
2229,2014,"Securities, Commodities, and Financial Services Sa",327,103091.0972
2230,2014,Self-Enrichment Education Teachers,101,31777.40198
2231,2014,"Separating, Filtering, Clarifying, Precipitating,",3,40899.86667
2232,2014,Set and Exhibit Designers,25,42833.976
2233,2014,"Shipping, Receiving, and Traffic Clerks",3,32087.4
2234,2014,Shoe and Leather Workers and Repairers,1,24981
2235,2014,Skincare Specialists,1,26020.8
2236,2014,Social Science Research Assistants,319,37050.4395
2237,2014,"Social Sciences Teachers, Postsecondary, All Other",39,46579.38667
2238,2014,"Social Scientists and Related Workers, All Other",70,50347.74571
2239,2014,"Social Work Teachers, Postsecondary",25,50601.0256
2240,2014,"Social Workers, All Other",32,39622.8375
2241,2014,Social and Community Service Managers,198,59038.26162
2242,2014,Social and Human Service Assistants,11,27281.94545
2243,2014,Sociologists,57,54759.35789
2244,2014,"Sociology Teachers, Postsecondary",47,50750.94894
2245,2014,"Software Developers, Applications",68258,82024.39309
2246,2014,"Software Developers, Applications, Non R & D",360,68423.60889
2247,2014,"Software Developers, Applications, R&D",141,67341.27376
2248,2014,"Software Developers, Systems Software",13808,91420.6752
2249,2014,"Software Developers, Systems Software, Non R&D",48,65965.99583
2250,2014,"Software Developers, Systems Software, R&D",45,60433.59556
2251,2014,Software Quality Assurance Engineers and Testers,62,73747.32581
2252,2014,Soil and Plant Scientists,380,44896.29274
2253,2014,Sound Engineering Technicians,4,43882.85
2254,2014,"Special Education Teachers, All Other",59,65089.40339
2255,2014,"Special Education Teachers, Kindergarten and Eleme",161,46196.87615
2256,2014,"Special Education Teachers, Middle School",87,47868.50713
2257,2014,"Special Education Teachers, Preschool",37,44150.59459
2258,2014,"Special Education Teachers, Preschool, Kindergarte",45,48913.64533
2259,2014,"Special Education Teachers, Secondary School",129,47171.22481
2260,2014,Speech-Language Pathologists,422,60977.21607
2261,2014,Stationary Engineers and Boiler Operators,1,54912
2262,2014,Statistical Assistants,65,45726.95692
2263,2014,Statisticians,2395,67116.01595
2264,2014,Stock Clerks and Order Fillers,1,24190
2265,2014,Structural Metal Fabricators and Fitters,2,204090
2266,2014,Substance Abuse and Behavioral Disorder Counselors,21,35347.4381
2267,2014,Substitute teachers (OES only),4,26301.6
2268,2014,Surgeons,181,161630.611
2269,2014,Survey Researchers,95,43630.34737
2270,2014,Surveying and Mapping Technicians,1,52728
2271,2014,Surveyors,22,51457.32727
2272,2014,"Tailors, Dressmakers, and Custom Sewers",2,30659.3
2273,2014,"Tax Examiners and Collectors, and Revenue Agents",2,58198.5
2274,2014,Tax Preparers,12,33124.1
2275,2014,Teacher Assistants,10,21908.32
2276,2014,"Teachers and Instructors, All Other",335,37035.47284
2277,2014,Technical Writers,310,56334.64452
2278,2014,Telecommunications Equipment Installers and Repair,8,47728.2
2279,2014,Textile Bleaching and Dyeing Machine Operators and,1,33716.8
2280,2014,"Textile, Apparel, and Furnishings Workers, All Oth",3,29480.33333
2281,2014,"Therapists, All Other",23,43088.51304
2282,2014,"Title Examiners, Abstractors, and Searchers",1,28704
2283,2014,Tool and Die Makers,1,47819.2
2284,2014,Traffic Technicians,1,52770
2285,2014,Training and Development Managers,149,80259.62765
2286,2014,Training and Development Specialists,388,50046.00825
2287,2014,Transportation Inspectors,20,51125.41
2288,2014,Transportation Managers,2,97198.5
2289,2014,"Transportation Workers, All Other",3,50979
2290,2014,"Transportation, Storage, and Distribution Managers",258,75855.25969
2291,2014,Travel Agents,6,36613.03333
2292,2014,Travel Guides,2,26374
2293,2014,"Treasurers, Controllers, and Chief Financial Offic",12,106118.1
2294,2014,Urban and Regional Planners,132,53367.85
2295,2014,"Ushers, Lobby Attendants, and Ticket Takers",1,16785.6
2296,2014,Veterinarians,290,64325.85655
2297,2014,Veterinary Assistants and Laboratory Animal Careta,7,32169.25714
2298,2014,Veterinary Technologists and Technicians,6,28135.4
2299,2014,"Vocational Education Teachers, Postsecondary",29,41975.85517
2300,2014,Watch Repairers,2,31293.5
2301,2014,Web Administrators,2,78281
2302,2014,Web Developers,3550,56874.14358
2303,2014,"Welders, Cutters, Solderers, and Brazers",7,30587.88571
2304,2014,"Welding, Soldering, and Brazing Machine Setters, O",1,30908.8
2305,2014,"Wholesale and Retail Buyers, Except Farm Products",87,46726.68736
2306,2014,"Woodworkers, All Other",1,30409.6
2307,2014,Writers and Authors,150,56722.3416
2308,2014,Zoologists and Wildlife Biologists,77,46269.56104
2309,2015,13-2011.01,1,41850
2310,2015,15-1121,1,76211
2311,2015,15-1132,1,91104
2312,2015,15-1199.01,1,61381
2313,2015,27-3031,1,85987
2314,2015,ACCOUNTANT,1,43846.4
2315,2015,ACCOUNTANTS,64,53259.28438
2316,2015,ACCOUNTANTS AND AUDITORS,9841,75729.95104
2317,2015,ACTORS,1,42723
2318,2015,ACTUARIES,598,80312.26957
2319,2015,ADMINISTRATIVE SERVICES MANAGERS,129,67339.83876
2320,2015,ADULT BASIC AND SECONDARY EDUCATION AND LITERACY,65,38767.88
2321,2015,ADULT BASIC AND SECONDARY EDUCATION AND LITERACY T,4,38032.85
2322,2015,ADVERTISING AND PROMORTIONS MANAGERS,1,56410
2323,2015,ADVERTISING AND PROMOTIONS MANAGER,2,97552
2324,2015,ADVERTISING AND PROMOTIONS MANAGERS,383,92630.5059
2325,2015,ADVERTISING SALES AGENTS,29,49483.93103
2326,2015,AEROSPACE ENGINEERING AND OPERATIONS TECHNICIANS,20,49112.02
2327,2015,AEROSPACE ENGINEERS,255,83186.50824
2328,2015,"AGENTS AND BUSINESS MANAGERS OF ARTISTS,",47,52065.20426
2329,2015,AGRICULTURAL AND FOOD SCIENCE TECHNICIANS,50,33398.856
2330,2015,AGRICULTURAL ENGINEERS,83,58303.97831
2331,2015,AGRICULTURAL INSPECTORS,42,33073.39524
2332,2015,"AGRICULTURAL SCIENCES TEACHERS, POSTSECONDARY",81,58312.17136
2333,2015,"AGRICULTURAL WORKERS, ALL OTHER",1,33945.6
2334,2015,AIRCRAFT CARGO HANDLING SUPERVISSORS,1,61984
2335,2015,AIRCRAFT MECHANICS AND SERVICE TECHNICIANS,6,53469.86667
2336,2015,"AIRLINE PILOTS, COPILOTS, AND FLIGHT ENGINEERS",3,55243.33333
2337,2015,AMUSEMENT AND RECREATION ATTENDANTS,2,17035.2
2338,2015,ANESTHESIOLOGISTS,79,174718.8253
2339,2015,ANIMAL BREEDERS,14,30632.4
2340,2015,ANIMAL SCIENTISTS,119,53488.69748
2341,2015,ANIMAL TRAINERS,5,30892.16
2342,2015,ANTHROPOLOGIST AND ARCHEOLOGIST,1,54558
2343,2015,ANTHROPOLOGISTS AND ARCHEOLOGISTS,11,45922.67273
2344,2015,"ANTHROPOLOGY AND ARCHEOLOGY TEACHERS,",39,53341.14872
2345,2015,"ANTHROPOLOGY AND ARCHEOLOGY TEACHERS, POSTSECONDAR",3,48790
2346,2015,APPRAISERS AND ASSESSORS OF REAL ESTATE,13,44857.6
2347,2015,"ARBITRATORS, MEDIATORS, AND CONCILIATORS",5,70075.2
2348,2015,"ARCHITECT, EXCEPT LANDSCAPE AND NAVAL",2,60476
2349,2015,"ARCHITECTS, EXCEPT LANDSCAPE AND NAVAL",937,55871.75919
2350,2015,ARCHITECTURAL AND CIVIL DRAFTERS,630,44025.25906
2351,2015,ARCHITECTURAL AND ENGINEERING MANAGERS,1179,123099.3683
2352,2015,ARCHITECTURAL AND ENGINEERS MANAGERS,1,90626
2353,2015,ARCHITECTURAL DRAFTERS,10,41238.1
2354,2015,"ARCHITECTURE TEACHERS, POSTSECONDARY",93,56889.83656
2355,2015,ARCHIVISTS,28,42129.74286
2356,2015,"AREA, ETHNIC, AND CULTURAL STUDIES TEACHERS,",64,52536.00938
2357,2015,"AREA, ETHNIC, AND CULTURAL STUDIES TEACHERS, POSTS",1,28130
2358,2015,ART DIRECTORS,372,91226.81237
2359,2015,"ART, DRAMA AND MUSIC TEACHERS, POSTSECONDARY",5,39916.24
2360,2015,"ART, DRAMA, AND MUSIC TEACHERS, POSTSECONDARY",268,47879.99752
2361,2015,"ARTISTS AND RELATED WORKERS, ALL OTHER",17,47269.87059
2362,2015,ASTRONOMERS,72,59736.63056
2363,2015,ATHLETIC TRAINERS,60,37813.47
2364,2015,ATMOSPHERIC AND SPACE SCIENTISTS,122,61649.52459
2365,2015,"ATMOSPHERIC, EARTH, MARINE, AND SPACE SCIENCES",66,57607.52727
2366,2015,"ATMOSPHERIC, EARTH, MARINE, AND SPACE SCIENCES TEA",1,53557
2367,2015,ATTORNEY,1,82472
2368,2015,AUDIO AND VIDEO EQUIPMENT TECHNICIANS,8,36192.025
2369,2015,AUDIO-VISUAL AND MULTIMEDIA COLLECTIONS,7,36996.88571
2370,2015,AUDIOLOGISTS,23,63425.05217
2371,2015,AUDITORS,7,56745.42857
2372,2015,AUTOMOTIVE ENGINEER,2,66726
2373,2015,AUTOMOTIVE ENGINEERS,20,68250.98
2374,2015,AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS,7,32551.94286
2375,2015,BAKERS,1,26021
2376,2015,BILL AND ACCOUNT COLLECTORS,1,28392
2377,2015,BILLING AND POSTING CLERKS,3,36968.66667
2378,2015,BIOCHEMICAL ENGINEERS,2,59821
2379,2015,BIOCHEMIST & BIOPHYSICIST,1,40810
2380,2015,BIOCHEMISTS & BIOPHYSICISTS,1,37794
2381,2015,BIOCHEMISTS AND BIOPHYSICISTS,2736,46667.08146
2382,2015,BIOINFORMATICS SCIENCTISTS,1,76336
2383,2015,BIOINFORMATICS SCIENTIST,1,91894
2384,2015,BIOINFORMATICS SCIENTISTS,38,56172.49474
2385,2015,BIOINFORMATICS TECHNICIANS,1,38355
2386,2015,"BIOLOGICAL SCIENCE TEACHERS, POSTSECONDARY",249,52695.73823
2387,2015,"BIOLOGICAL SCIENTIST, ALL OTHERS",1,41662
2388,2015,BIOLOGICAL SCIENTISTS,1,71115
2389,2015,"BIOLOGICAL SCIENTISTS, ALL OTHER",2472,49710.45309
2390,2015,"BIOLOGICAL SCIENTISTS, ALL OTHERS",1,41662
2391,2015,BIOLOGICAL TECHNICIAN,2,33987.2
2392,2015,BIOLOGICAL TECHNICIANS,931,36129.2685
2393,2015,BIOMEDICAL ENGINEERS,763,71175.50183
2394,2015,BIOSTATISTICIAN,2,47403.1
2395,2015,BIOSTATISTICIANS,12,65701.45
2396,2015,"BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS",65,36387.67692
2397,2015,BROADCAST NEWS ANALYSTS,15,39891.61333
2398,2015,BROADCAST TECHNICIANS,1,28850
2399,2015,BROKERAGE CLERKS,3,50211
2400,2015,BUDGET ANALYSTS,460,57075.78652
2401,2015,BUSINESS INTELLIGENCE ANALYST,3,51334.33333
2402,2015,BUSINESS INTELLIGENCE ANALYSTS,270,61515.43037
2403,2015,BUSINESS INTELLIGENCE ANAYLSTS,1,73237
2404,2015,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER",978,54130.09792
2405,2015,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHER*",63,49522.73016
2406,2015,"BUSINESS OPERATIONS SPECIALISTS, ALL OTHERS",1,44907
2407,2015,"BUSINESS TEACHER, POSTSECONDARY",1,31980
2408,2015,"BUSINESS TEACHERS, POSTSECONDARY",815,58807.37883
2409,2015,"BUYERS AND PURCHASING AGENTS, FARM PRODUCTS",16,43450.055
2410,2015,CABINETMAKERS AND BENCH CARPENTERS,1,27788.8
2411,2015,"CAMERA OPERATORS, TELEVISION, VIDEO, AND MOTION",6,35765.6
2412,2015,"CAPTAINS, MATES, AND PILOTS OF WATER VESSELS",6,98252.16667
2413,2015,CARDIOVASCULAR TECHNOLOGISTS AND TECHNICIANS,5,38542.28
2414,2015,"CAREER/TECHNICAL EDUCATION TEACHERS, MIDDLE SCHOOL",1,52010
2415,2015,"CAREER/TECHNICAL EDUCATION TEACHERS, SECONDARY",4,50149.75
2416,2015,CARGO AND FREIGHT AGENTS,6,42252
2417,2015,CARPENTERS,1,28288
2418,2015,CARTOGRAPHERS AND PHOTOGRAMMETRISTS,52,49296.19615
2419,2015,CASHIERS,1,18000
2420,2015,CHEFS AND HEAD COOKS,111,46497.41261
2421,2015,CHEMICAL ENGINEERS,996,80523.62578
2422,2015,CHEMICAL TECHNICIANS,74,39884.59784
2423,2015,"CHEMISTRY TEACHER, POSTSECONDARY",1,45600
2424,2015,"CHEMISTRY TEACHERS, POSTSECONDARY",215,51274.58521
2425,2015,CHEMISTS,1764,55319.90814
2426,2015,CHIEF EXECUTIVES,547,167057.2427
2427,2015,"CHILD, FAMILY, AND SCHOOL SOCIAL WORKERS",91,36217.27473
2428,2015,CHILDCARE WORKERS,2,22786.4
2429,2015,CHIROPRACTORS,52,49297.18077
2430,2015,CHOREOGRAPHERS,3,42258.66667
2431,2015,CIVIL ENGINEER,3,60819.2
2432,2015,CIVIL ENGINEERING TECHNICIANS,47,44269.08511
2433,2015,CIVIL ENGINEERS,2433,67399.33235
2434,2015,"CIVIL ENGINEERS, NON R&D",9,68252.33333
2435,2015,"CIVIL ENGINEERS, NON-R&D",3,40102.6
2436,2015,"CIVIL ENGINEERS, R&D",85,49586.00941
2437,2015,"CLAIMS ADJUSTERS, EXAMINERS, AND INVESTIGATORS",12,55799.48333
2438,2015,CLERGY,75,35335.06133
2439,2015,CLINICAL DATA MANAGER,11,75886.18182
2440,2015,CLINICAL DATA MANAGERS,9,57426.62222
2441,2015,CLINICAL RESEARCH COORDINATORS,7,48161.4
2442,2015,"CLINICAL, COUNSELING, AND SCHOOL PSYCHOLOGISTS",90,56537.77511
2443,2015,COACHES AND SCOUTS,312,31248.45603
2444,2015,COMMERCIAL & INDUSTRIAL DESIGNER,2,53809.5
2445,2015,COMMERCIAL & INDUSTRIAL DESIGNERS,1,61318
2446,2015,COMMERCIAL AND INDUSTRIAL DESIGNER,3,48914.66667
2447,2015,COMMERCIAL AND INDUSTRIAL DESIGNERS,1725,52556.618
2448,2015,COMMERCIAL AND INDUSTRIAL DESINGERS,1,44387
2449,2015,COMMERCIAL AND INSDISTRIAL DESIGNERS,1,59842
2450,2015,COMMERCIAL INDUSTRIAL DESIGNERS,1,61318
2451,2015,COMMERCIAL PILOTS,6,56486.4
2452,2015,COMMERICAL AND INDUSTRIAL DESIGNERS,1,59987
2453,2015,COMMERICAL AND INDUSTRIAL ENGINEERS,1,59987
2454,2015,"COMMUNICATION TEACHER, POSTSECONDARY",1,45997
2455,2015,"COMMUNICATIONS TEACHERS, POSTSECONDARY",134,44484.89194
2456,2015,"COMMUNITY AND SOCIAL SERVICE SPECIALISTS, ALL",39,39029.34359
2457,2015,"COMMUNITY AND SOCIAL SERVICE SPECIALISTS, ALL OTHE",3,34764
2458,2015,COMMUNITY HEALTH WORKERS,13,29465.67692
2459,2015,COMPENSATION AND BENEFITS MANAGERS,18,119406.9444
2460,2015,"COMPENSATION, BENEFITS, AND JOB ANALYSIS",134,60901.87463
2461,2015,"COMPENSATION, BENEFITS, AND JOB ANALYSIS SPECIALIS",1,92581
2462,2015,"COMPENSATION,BENEFITS,AND JOB ANALYSIS SPECIALISTS",1,73611
2463,2015,COMPLIANCE MANAGERS,5,78902.528
2464,2015,COMPLIANCE OFFICERS,636,60038.55635
2465,2015,COMPTUER PROGRAMMERS,1,57179
2466,2015,COMPUTER & INFORMATION SYSTEMS MANAGERS,3,115960
2467,2015,COMPUTER AND INFORMATION RESEARCH SCIENTISTS,1189,94342.20673
2468,2015,"COMPUTER AND INFORMATION SCIENTISTS, RESEARCH",2,106704
2469,2015,COMPUTER AND INFORMATION SYSTEMS MANAGER,5,111775
2470,2015,COMPUTER AND INFORMATION SYSTEMS MANAGERS,4852,114658.7332
2471,2015,COMPUTER AND INFORMATIONS SYSTEMS MANAGERS,1,54995
2472,2015,"COMPUTER APPLICATIONS, ALL OTHER",1,64189
2473,2015,"COMPUTER DEVELOPERS, APPLICATIONS",1,71240
2474,2015,COMPUTER HARDWARE ENGINEERS,995,93227.75248
2475,2015,"COMPUTER HARDWARE ENGINEERS, NON R&D",1,57283
2476,2015,COMPUTER INFORMATION SYSTEMS MANAGER,1,102190
2477,2015,COMPUTER NETWORK ARCHITECT,1,87006
2478,2015,COMPUTER NETWORK ARCHITECTS,652,89175.20337
2479,2015,"COMPUTER NETWORK ARCHITECTS, NON R&D",7,81925.68571
2480,2015,"COMPUTER NETWORK ARCHITECTS, R&D",4,82430.25
2481,2015,COMPUTER NETWORK SUPPORT SPECIALISTS,297,56870.80741
2482,2015,COMPUTER NETWORK SUPPORTS SPECIALIST,1,48173
2483,2015,COMPUTER NETWORKS ARCHITECTS,1,99424
2484,2015,COMPUTER NUMERICALLY CONTROLLED MACHINE TOOL,2,50014
2485,2015,"COMPUTER OCCUPATION, ALL OTHER",6,66625.83333
2486,2015,COMPUTER OCCUPATIONS,1,55162
2487,2015,"COMPUTER OCCUPATIONS, ALL OTHER",50277,70730.01262
2488,2015,"COMPUTER OCCUPATIONS, ALL OTHER*",119,64604.33445
2489,2015,"COMPUTER OCCUPATIONS, ALL OTHER: INFORMATION TECHN",1,64438
2490,2015,"COMPUTER OCCUPATIONS, ALL OTHERS",9,59975.66667
2491,2015,"COMPUTER OCCUPATIONS, OTHER",1,81806
2492,2015,COMPUTER OPERATORS,3,38445.26667
2493,2015,COMPUTER POGRAMMERS,1,57554
2494,2015,COMPUTER PROGRAMERS,4,63731.25
2495,2015,COMPUTER PROGRAMMER,147,65135.04218
2496,2015,COMPUTER PROGRAMMERS,81032,61564.42632
2497,2015,COMPUTER PROGRAMMERS NON R & D,133,59276.54586
2498,2015,COMPUTER PROGRAMMERS R & D,20,52396.15
2499,2015,"COMPUTER PROGRAMMERS, NON R & D",1,44429
2500,2015,"COMPUTER PROGRAMMERS, NON R&D",12,53616.75
2501,2015,"COMPUTER PROGRAMMERS, R&D",5,60573.8
2502,2015,COMPUTER PROGRAMMGER,1,62296
2503,2015,"COMPUTER SCIENCE TEACHER, POSTSECONDARY",1,71880
2504,2015,"COMPUTER SCIENCE TEACHERS, POSTSECONDARY",473,53113.06844
2505,2015,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS",18,86240.27778
2506,2015,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS NON R&AM",1,59030
2507,2015,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS NON R&D",3,74560.66667
2508,2015,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS, R&D",4,58796.5
2509,2015,"COMPUTER SOFTWARE ENGINEERS, SYSTEMS SOFTWARE",7,107434.8571
2510,2015,"COMPUTER SPECIALISTS, ALL OTHER",2,73159.5
2511,2015,COMPUTER SUPPORT SPECIALIST,1,37440
2512,2015,COMPUTER SUPPORT SPECIALISTS,26,49028.80769
2513,2015,COMPUTER SYSEMS ANALYSTS,1,52187
2514,2015,COMPUTER SYSTEM ANALYST,5,81873
2515,2015,COMPUTER SYSTEM ANALYSTS,59,59355.13559
2516,2015,COMPUTER SYSTEMS AANALYSTS,1,87194
2517,2015,COMPUTER SYSTEMS ANALSYSTS,1,59030
2518,2015,COMPUTER SYSTEMS ANALSYT,2,65166.5
2519,2015,COMPUTER SYSTEMS ANALYHSTS,1,53186
2520,2015,COMPUTER SYSTEMS ANALYS,1,67413
2521,2015,COMPUTER SYSTEMS ANALYST,524,69972.2542
2522,2015,"COMPUTER SYSTEMS ANALYST, NON R&D",1,49795
2523,2015,COMPUTER SYSTEMS ANALYSTS,107736,69504.95594
2524,2015,"COMPUTER SYSTEMS ANALYSTS, NON R&D",182,67020.64505
2525,2015,"COMPUTER SYSTEMS ANALYSTS, R&D",36,53700.24444
2526,2015,COMPUTER SYSTEMS ANALYSTSS,1,68224
2527,2015,COMPUTER SYSTEMS ANALYTS,1,71094
2528,2015,COMPUTER SYSTEMS ANLAYSTS,1,75171
2529,2015,COMPUTER SYSTEMS ENGINEER,1,46571
2530,2015,COMPUTER SYSTEMS ENGINEERS,856,55224.90654
2531,2015,COMPUTER SYSTEMS ENGINEERS / ARCHITECTS,3,43839.33333
